Order ID,Order Date,Order Time,Month,Month No,Quarter,Year,Day of Week,Week No,Customer ID,Customer Name,Customer Email,Customer Phone,Customer Age,Customer Gender,Customer Segment,Loyalty Tier,Account Age (Days),Shipping Country,Shipping State,Shipping City,Pincode,Product ID,Product Name,Brand,Main Category,Sub Category,SKU,Product Rating (Avg),Units Ordered,Unit Price (₹),Discount %,Coupon Code,Gross Amount (₹),Discount Amount (₹),Net Revenue (₹),COGS (₹),Gross Profit (₹),Profit Margin %,Shipping Method,Shipping Cost (₹),Warehouse Location,Estimated Delivery Days,Actual Delivery Days,On-Time Delivery,Delivery Status,Return Requested,Return Reason,Refund Amount (₹),Payment Method,Payment Status,EMI Months,Platform,Traffic Source,Campaign Name,Device Type,App/Web,Order Satisfaction,Review Score,Review Text Sentiment,Repeat Customer,Customer Lifetime Orders,Month_Year
EC-2024-10-017442,2024-10-23,10:07:51,October,10,Q4,2024,Wednesday,43,C43107,Amit Pandey,amit.pandey48@gmail.com,+91 8611374478,18,Female,New Customer,Bronze,1190,India,Delhi,Rohini,110085,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,4,44990,5,SAVE5,179960,8998,170962,87191,83771,49.0,Standard (5-7 days),0,Kolkata WH,6,6,Yes,Delivered,No,,0,EMI,Paid,12,Company Website,YouTube Ads,YT-Brand-Awareness,Mobile,App,1.1,2,Positive,No,5,2024-10
EC-2023-04-017443,2023-04-29,15:17:15,April,4,Q2,2023,Saturday,17,C44255,Sakshi Desai,sakshi.desai56@gmail.com,+91 8775769666,58,Male,New Customer,Silver,1342,India,Delhi,Dwarka,110075,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,1,249990,0,NONE,249990,0,249990,134995,114995,46.0,Express (2-3 days),0,Mumbai WH,3,3,Yes,Delivered,Yes,Defective Product,237490,Debit Card,Paid,0,Meesho,Google Ads,GGL-PMax-2024,Mobile,App,1.3,1,Positive,No,16,2023-04
EC-2022-09-017445,2022-09-05,15:19:16,September,9,Q3,2022,Monday,36,C51589,Ishaan Sinha,ishaan.sinha23@gmail.com,+91 7409931495,44,Male,Regular,Diamond,362,India,Uttar Pradesh,Lucknow,226001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,5,134900,10,FLAT10,674500,67450,607050,303525,303525,50.0,Standard (5-7 days),0,Hyderabad WH,6,7,No,Delivered,No,,0,Wallet,Refunded,0,Amazon,Referral,Refer-Earn-50,Desktop,Web,2.3,2,Positive,No,12,2022-09
EC-2024-06-017446,2024-06-16,20:47:55,June,6,Q2,2024,Sunday,24,C68133,Tara Singh,tara.singh60@yahoo.com,+91 9021931348,63,Female,New Customer,Silver,67,India,Rajasthan,Jaipur,302001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,1,52990,10,FLAT10,52990,5299,47691,23846,23845,50.0,Free Shipping,0,Hyderabad WH,8,10,No,Delivered,No,,0,UPI,Paid,0,Flipkart,App Notification,Push-Flash-Sale,Tablet,App,3.8,4,Neutral,Yes,1,2024-06
EC-2022-09-017451,2022-09-09,16:27:10,September,9,Q3,2022,Friday,36,C19079,Priya Patel,priya.patel17@yahoo.com,+91 8482531765,18,Female,Churned,Gold,1188,India,Kerala,Kochi,682001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,2,52990,0,NONE,105980,0,105980,52990,52990,50.0,Free Shipping,0,Mumbai WH,5,8,No,Delivered,No,,0,Debit Card,Paid,0,Nykaa,Referral,Refer-Earn-50,Desktop,Web,3.7,3,Positive,Yes,15,2022-09
EC-2024-07-017452,2024-07-14,08:39:15,July,7,Q3,2024,Sunday,28,C52871,Siddharth Chatterjee,siddharth.chatterjee29@gmail.com,+91 7304157821,40,Male,New Customer,Bronze,1081,India,Telangana,Warangal,506001,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,1,112900,0,NONE,112900,0,112900,58708,54192,48.0,Express (2-3 days),0,Hyderabad WH,2,3,No,Delivered,No,,0,EMI,Paid,6,Amazon,Referral,Refer-Earn-50,Mobile,App,1.8,1,Negative,No,2,2024-07
EC-2023-12-017461,2023-12-08,11:40:41,December,12,Q4,2023,Friday,49,C12638,Leela Gupta,leela.gupta23@gmail.com,+91 9661581590,36,Male,New Customer,Diamond,433,India,Karnataka,Mangaluru,575001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,1,135000,10,FLAT10,135000,13500,121500,63180,58320,48.0,Next Day,0,Bengaluru WH,1,1,Yes,Delivered,No,,0,Credit Card,Paid,0,BigBasket,Referral,Refer-Earn-50,Tablet,App,2.8,3,Positive,No,12,2023-12
EC-2024-12-017462,2024-12-20,10:13:03,December,12,Q4,2024,Friday,51,C65074,Aditi Gupta,aditi.gupta78@gmail.com,+91 7950833923,65,Male,New Customer,Silver,446,India,Gujarat,Ahmedabad,380001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,2,169900,0,NONE,339800,0,339800,180094,159706,47.0,Next Day,0,Kolkata WH,1,2,No,Delivered,No,,0,Debit Card,Paid,0,Flipkart,Direct,Direct-Visit,Desktop,Web,4.3,5,Neutral,Yes,3,2024-12
EC-2022-02-017470,2022-02-28,18:48:55,February,2,Q1,2022,Monday,9,C40163,Mohan Verma,mohan.verma22@gmail.com,+91 7546516693,32,Female,Regular,Platinum,175,India,Uttar Pradesh,Kanpur,208001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,4,79900,10,FLAT10,319600,31960,287640,149573,138067,48.0,Express (2-3 days),0,Bengaluru WH,3,4,No,Delivered,No,,0,COD,Paid,0,Ajio,Email Campaign,Email-Winback,Mobile,App,2.8,3,Negative,Yes,18,2022-02
EC-2022-08-017474,2022-08-11,14:23:50,August,8,Q3,2022,Thursday,32,C33761,Deepika Rao,deepika.rao62@gmail.com,+91 9189964901,63,Male,New Customer,Platinum,868,India,Karnataka,Mangaluru,575001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,1,134900,10,FLAT10,134900,13490,121410,60705,60705,50.0,Express (2-3 days),0,Hyderabad WH,2,2,Yes,Cancelled,No,,0,EMI,Paid,12,Flipkart,App Notification,Push-Flash-Sale,Mobile,App,3.0,3,Positive,No,22,2022-08
EC-2024-04-017475,2024-04-08,08:16:12,April,4,Q2,2024,Monday,15,C64513,Kriti Chatterjee,kriti.chatterjee13@gmail.com,+91 8147721458,31,Female,Regular,Platinum,209,India,Gujarat,Rajkot,360001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,4,24999,5,SAVE5,99996,5000,94996,42748,52248,55.0,Express (2-3 days),0,Bengaluru WH,2,2,Yes,Delivered,No,,0,Net Banking,Paid,0,Amazon,Organic Search,SEO-Organic,Mobile,App,5.0,5,Positive,Yes,18,2024-04
EC-2023-09-017480,2023-09-26,15:46:18,September,9,Q3,2023,Tuesday,39,C29333,Dhruv Mishra,dhruv.mishra80@gmail.com,+91 9081656856,60,Female,Regular,Bronze,334,India,Karnataka,Mangaluru,575001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,1,249990,25,SUPER25,249990,62498,187492,101246,86246,46.0,Standard (5-7 days),0,Mumbai WH,6,6,Yes,Delivered,No,,0,Net Banking,Failed,0,Meesho,Organic Search,SEO-Organic,Desktop,Web,1.0,1,Negative,Yes,23,2023-09
EC-2023-05-017484,2023-05-19,18:54:35,May,5,Q2,2023,Friday,20,C67356,Uday Saxena,uday.saxena20@yahoo.com,+91 9083400186,19,Male,New Customer,Silver,808,India,Tamil Nadu,Chennai,600001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,5,79900,0,NONE,399500,0,399500,207740,191760,48.0,Standard (5-7 days),0,Delhi WH,6,6,Yes,Delivered,Yes,Size/Fit Issue,379525,Credit Card,Paid,0,Myntra,Influencer,Influencer-Collab,Mobile,App,1.5,2,Neutral,Yes,18,2023-05
EC-2022-12-017486,2022-12-05,14:00:04,December,12,Q4,2022,Monday,49,C63730,Riya Reddy,riya.reddy62@gmail.com,+91 7851483475,33,Female,Churned,Bronze,641,India,Gujarat,Rajkot,360001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,1,249990,0,NONE,249990,0,249990,134995,114995,46.0,Express (2-3 days),0,Chennai WH,2,2,Yes,In Transit,No,,0,Net Banking,Paid,0,App,Organic Search,SEO-Organic,Mobile,App,1.3,1,Positive,Yes,22,2022-12
EC-2022-10-017487,2022-10-24,10:39:07,October,10,Q4,2022,Monday,43,C61954,Pooja Mehta,pooja.mehta48@gmail.com,+91 7349781635,30,Male,Regular,Silver,1177,India,Punjab,Chandigarh,160001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,2,44990,5,SAVE5,89980,4499,85481,43595,41886,49.0,Same Day,0,Mumbai WH,1,1,Yes,Delivered,Yes,Wrong Item Delivered,81207,Debit Card,Paid,0,Amazon,Direct,Direct-Visit,Mobile,App,1.4,1,Neutral,Yes,2,2022-10
EC-2024-12-017490,2024-12-19,13:03:30,December,12,Q4,2024,Thursday,51,C42318,Ishaan Rao,ishaan.rao95@gmail.com,+91 7833260545,34,Female,New Customer,Diamond,777,India,Maharashtra,Mumbai,400001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,2,84999,5,SAVE5,169998,8500,161498,82364,79134,49.0,Standard (5-7 days),0,Bengaluru WH,5,5,Yes,Cancelled,Yes,Defective Product,153423,COD,Paid,0,Company Website,Email Campaign,Email-Winback,Mobile,App,3.5,3,Positive,No,11,2024-12
EC-2022-07-017493,2022-07-31,17:00:59,July,7,Q3,2022,Sunday,30,C57804,Zara Shah,zara.shah28@gmail.com,+91 9267127816,29,Female,Regular,Gold,1497,India,Punjab,Ludhiana,141001,P001,iPhone 15 128GB,Apple,Electronics,Smartphones,APL-IPH15-128,4.7,1,79900,10,FLAT10,79900,7990,71910,37393,34517,48.0,Standard (5-7 days),0,Chennai WH,7,9,No,Delivered,No,,0,Net Banking,Paid,0,Amazon,YouTube Ads,YT-Brand-Awareness,Mobile,App,2.3,3,Negative,Yes,22,2022-07
EC-2022-01-017497,2022-01-29,14:00:45,January,1,Q1,2022,Saturday,4,C69896,Rahul Bajaj,rahul.bajaj15@gmail.com,+91 8462255691,64,Female,VIP,Silver,124,India,Karnataka,Mangaluru,575001,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,1,79999,20,MEGA20,79999,16000,63999,32639,31360,49.0,Standard (5-7 days),0,Kolkata WH,7,7,Yes,Delivered,No,,0,Debit Card,Paid,0,Company Website,App Notification,Push-Flash-Sale,Desktop,Web,3.7,4,Neutral,Yes,1,2022-01
EC-2024-05-017499,2024-05-23,17:43:37,May,5,Q2,2024,Thursday,21,C40827,Sneha Trivedi,sneha.trivedi72@gmail.com,+91 8239972456,31,Male,Regular,Platinum,2,India,Andhra Pradesh,Guntur,522001,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,5,79999,10,FLAT10,399995,40000,359995,183597,176398,49.0,Free Shipping,0,Hyderabad WH,8,8,Yes,Delivered,No,,0,UPI,Paid,0,Amazon,Influencer,Influencer-Collab,Mobile,App,2.6,2,Positive,No,6,2024-05
EC-2022-07-017502,2022-07-30,15:24:17,July,7,Q3,2022,Saturday,30,C50080,Pooja Bose,pooja.bose84@gmail.com,+91 8377007739,60,Male,New Customer,Silver,1158,India,Andhra Pradesh,Guntur,522001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,4,114900,0,NONE,459600,0,459600,248184,211416,46.0,Express (2-3 days),0,Chennai WH,2,2,Yes,Delivered,No,,0,Debit Card,Pending,0,App,YouTube Ads,YT-Brand-Awareness,Mobile,App,3.6,4,Neutral,Yes,23,2022-07
EC-2024-05-017503,2024-05-11,17:43:21,May,5,Q2,2024,Saturday,19,C16739,Aditi Bajaj,aditi.bajaj61@gmail.com,+91 8354098462,43,Male,Regular,Bronze,1407,India,Rajasthan,Jaipur,302001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,2,84999,0,NONE,169998,0,169998,86699,83299,49.0,Standard (5-7 days),0,Delhi WH,7,7,Yes,Delivered,No,,0,UPI,Paid,0,Flipkart,Instagram Ads,IG-Reel-Shop,Mobile,App,2.4,3,Positive,Yes,16,2024-05
EC-2023-07-017511,2023-07-03,09:01:32,July,7,Q3,2023,Monday,27,C22105,Arjun Saxena,arjun.saxena14@gmail.com,+91 9708792505,22,Female,Regular,Silver,572,India,Andhra Pradesh,Guntur,522001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,1,24999,5,SAVE5,24999,1250,23749,10687,13062,55.0,Standard (5-7 days),0,Hyderabad WH,5,6,No,Delivered,No,,0,Wallet,Paid,0,Snapdeal,Google Ads,GGL-PMax-2024,Desktop,Web,4.1,4,Negative,No,20,2023-07
EC-2024-11-017513,2024-11-23,13:39:49,November,11,Q4,2024,Saturday,47,C67257,Tanvi Reddy,tanvi.reddy55@gmail.com,+91 9451730328,60,Male,Premium,Silver,928,India,Uttar Pradesh,Noida,201301,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,5,169900,15,FESTIVE15,849500,127425,722075,382700,339375,47.0,Express (2-3 days),0,Mumbai WH,2,2,Yes,Delivered,No,,0,Credit Card,Paid,0,Nykaa,Facebook Ads,FB-Retarget-Q4,Tablet,App,1.3,2,Positive,Yes,13,2024-11
EC-2022-11-017514,2022-11-21,08:13:37,November,11,Q4,2022,Monday,47,C39351,Shreya Pillai,shreya.pillai97@gmail.com,+91 7290853618,55,Female,VIP,Platinum,115,India,Uttar Pradesh,Agra,282001,P010,"Samsung 55"" 4K QLED",Samsung,Electronics,Televisions,SAM-TV55-QLED,4.7,7,89990,5,SAVE5,629930,31496,598434,317170,281264,47.0,Express (2-3 days),0,Kolkata WH,3,3,Yes,In Transit,Yes,Size/Fit Issue,568512,Debit Card,Paid,0,Flipkart,Referral,Refer-Earn-50,Tablet,App,1.1,2,Positive,Yes,14,2022-11
EC-2022-05-017515,2022-05-23,09:29:36,May,5,Q2,2022,Monday,21,C66627,Uma Dubey,uma.dubey93@gmail.com,+91 8385874140,24,Male,Regular,Diamond,848,India,Uttar Pradesh,Noida,201301,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,2,52990,20,MEGA20,105980,21196,84784,42392,42392,50.0,Standard (5-7 days),0,Hyderabad WH,5,5,Yes,Cancelled,No,,0,Debit Card,Paid,0,Flipkart,Organic Search,SEO-Organic,Mobile,App,4.9,5,Neutral,No,10,2022-05
EC-2024-12-017517,2024-12-04,19:49:39,December,12,Q4,2024,Wednesday,49,C68879,Dhruv Rao,dhruv.rao42@yahoo.com,+91 9201603158,51,Male,Regular,Bronze,1346,India,Karnataka,Mysuru,570001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,4,249990,0,NONE,999960,0,999960,539978,459982,46.0,Same Day,0,Mumbai WH,1,1,Yes,Delivered,No,,0,UPI,Paid,0,Company Website,Facebook Ads,FB-Retarget-Q4,Desktop,Web,4.0,4,Positive,Yes,4,2024-12
EC-2024-04-017521,2024-04-15,09:15:30,April,4,Q2,2024,Monday,16,C61033,Deepika Malhotra,deepika.malhotra68@gmail.com,+91 8934936582,31,Male,Regular,Diamond,1045,India,Delhi,New Delhi,110001,P010,"Samsung 55"" 4K QLED",Samsung,Electronics,Televisions,SAM-TV55-QLED,4.7,1,89990,0,NONE,89990,0,89990,47695,42295,47.0,Free Shipping,0,Mumbai WH,8,8,Yes,In Transit,No,,0,Debit Card,Paid,0,BigBasket,Organic Search,SEO-Organic,Mobile,App,1.0,1,Neutral,No,15,2024-04
EC-2024-01-017523,2024-01-22,17:52:51,January,1,Q1,2024,Monday,4,C38160,Shreya Rao,shreya.rao79@gmail.com,+91 7715968210,31,Female,Regular,Silver,963,India,Maharashtra,Mumbai,400001,P010,"Samsung 55"" 4K QLED",Samsung,Electronics,Televisions,SAM-TV55-QLED,4.7,4,89990,0,NONE,359960,0,359960,190779,169181,47.0,Free Shipping,0,Kolkata WH,8,8,Yes,Delivered,No,,0,UPI,Paid,0,BigBasket,YouTube Ads,YT-Brand-Awareness,Mobile,App,2.9,2,Positive,No,8,2024-01
EC-2024-05-017526,2024-05-13,16:44:40,May,5,Q2,2024,Monday,20,C12852,Ananya Bose,ananya.bose41@gmail.com,+91 7262978542,45,Male,Premium,Platinum,1190,India,West Bengal,Howrah,711101,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,2,114900,15,FESTIVE15,229800,34470,195330,105478,89852,46.0,Same Day,0,Chennai WH,1,2,No,Delivered,No,,0,UPI,Paid,0,Ajio,YouTube Ads,YT-Brand-Awareness,Mobile,App,3.0,3,Neutral,Yes,13,2024-05
EC-2022-09-017532,2022-09-18,20:47:52,September,9,Q3,2022,Sunday,37,C69427,Vivek Mukherjee,vivek.mukherjee21@yahoo.com,+91 7819315943,28,Other,Premium,Diamond,399,India,Delhi,Rohini,110085,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,2,79999,0,NONE,159998,0,159998,81599,78399,49.0,Express (2-3 days),0,Hyderabad WH,3,3,Yes,Delivered,No,,0,Debit Card,Pending,0,Flipkart,Referral,Refer-Earn-50,Mobile,App,4.7,4,Positive,No,6,2022-09
EC-2023-05-017538,2023-05-20,18:56:49,May,5,Q2,2023,Saturday,20,C70089,Kiran Verma,kiran.verma15@yahoo.com,+91 8828830832,44,Male,Churned,Bronze,288,India,Tamil Nadu,Tiruchirappalli,620001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,2,135000,10,FLAT10,270000,27000,243000,126360,116640,48.0,Express (2-3 days),0,Chennai WH,2,2,Yes,Delivered,No,,0,UPI,Paid,0,Myntra,App Notification,Push-Flash-Sale,Mobile,App,4.9,5,Positive,Yes,24,2023-05
EC-2022-04-017545,2022-04-24,14:36:03,April,4,Q2,2022,Sunday,16,C74770,Kriti Mehta,kriti.mehta77@gmail.com,+91 7748879462,44,Male,Premium,Bronze,1154,India,Rajasthan,Udaipur,313001,P013,"iPad Pro 12.9"" M2",Apple,Electronics,Tablets,APL-IPDP-M2-12,4.7,4,112900,10,FLAT10,451600,45160,406440,211349,195091,48.0,Express (2-3 days),0,Kolkata WH,3,3,Yes,Delivered,No,,0,UPI,Paid,0,Flipkart,Facebook Ads,FB-Retarget-Q4,Tablet,App,2.0,2,Neutral,Yes,2,2022-04
EC-2022-10-017548,2022-10-18,08:35:01,October,10,Q4,2022,Tuesday,42,C54734,Rohan Bose,rohan.bose37@gmail.com,+91 9289810621,38,Female,Regular,Diamond,1105,India,Andhra Pradesh,Guntur,522001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,2,44990,5,SAVE5,89980,4499,85481,43595,41886,49.0,Express (2-3 days),0,Delhi WH,3,3,Yes,Delivered,Yes,Changed Mind,81207,Credit Card,Paid,0,Flipkart,Google Ads,GGL-PMax-2024,Mobile,App,3.6,4,Negative,No,20,2022-10
EC-2022-01-017551,2022-01-21,11:27:02,January,1,Q1,2022,Friday,3,C33744,Mohan Malhotra,mohan.malhotra70@gmail.com,+91 9833577626,39,Female,New Customer,Bronze,1241,India,Karnataka,Bengaluru,560001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,1,64999,10,FLAT10,64999,6500,58499,29250,29249,50.0,Express (2-3 days),0,Bengaluru WH,2,5,No,Delivered,No,,0,Credit Card,Paid,0,BigBasket,Instagram Ads,IG-Reel-Shop,Mobile,App,4.4,4,Negative,No,10,2022-01
EC-2024-07-017552,2024-07-14,10:37:56,July,7,Q3,2024,Sunday,28,C70101,Manish Krishnan,manish.krishnan35@gmail.com,+91 8212892884,49,Male,Regular,Bronze,1498,India,Tamil Nadu,Coimbatore,641001,P008,HP Spectre x360,HP,Electronics,Laptops,HP-SPX360-14,4.5,3,169900,5,SAVE5,509700,25485,484215,256634,227581,47.0,Standard (5-7 days),0,Hyderabad WH,6,6,Yes,Delivered,No,,0,Debit Card,Paid,0,Meesho,Email Campaign,Email-Winback,Mobile,App,3.1,3,Neutral,No,25,2024-07
EC-2022-08-017553,2022-08-15,17:58:56,August,8,Q3,2022,Monday,33,C30757,Rohan Rao,rohan.rao26@gmail.com,+91 7268733068,38,Female,VIP,Silver,1357,India,Kerala,Kozhikode,673001,P005,Redmi Note 13 Pro,Xiaomi,Electronics,Smartphones,XMI-RN13P,4.3,1,24999,5,SAVE5,24999,1250,23749,10687,13062,55.0,Standard (5-7 days),0,Kolkata WH,7,7,Yes,Delivered,No,,0,Credit Card,Paid,0,Flipkart,Referral,Refer-Earn-50,Mobile,App,3.6,4,Positive,No,13,2022-08
EC-2023-06-017555,2023-06-03,09:23:06,June,6,Q2,2023,Saturday,22,C45140,Shreya Desai,shreya.desai17@gmail.com,+91 9580328760,33,Male,Regular,Silver,565,India,Karnataka,Mangaluru,575001,P011,"LG OLED 65""",LG,Electronics,Televisions,LG-OLED65-C3,4.8,4,249990,10,FLAT10,999960,99996,899964,485981,413983,46.0,Free Shipping,0,Kolkata WH,6,6,Yes,Delivered,Yes,Better Price Elsewhere,854966,Wallet,Paid,0,Meesho,App Notification,Push-Flash-Sale,Mobile,App,3.0,3,Negative,Yes,11,2023-06
EC-2024-10-017558,2024-10-15,11:17:34,October,10,Q4,2024,Tuesday,42,C20772,Pooja Singh,pooja.singh52@yahoo.com,+91 7512579145,63,Male,Premium,Silver,806,India,Andhra Pradesh,Visakhapatnam,530001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,7,135000,20,MEGA20,945000,189000,756000,393120,362880,48.0,Express (2-3 days),0,Chennai WH,2,2,Yes,Delivered,No,,0,UPI,Failed,0,Flipkart,Facebook Ads,FB-Retarget-Q4,Mobile,App,4.8,5,Negative,Yes,13,2024-10
EC-2024-12-017559,2024-12-25,19:56:15,December,12,Q4,2024,Wednesday,52,C19501,Kiran Gupta,kiran.gupta28@gmail.com,+91 7366693643,52,Female,Premium,Bronze,329,India,Uttar Pradesh,Noida,201301,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,5,52990,10,FLAT10,264950,26495,238455,119228,119227,50.0,Express (2-3 days),0,Kolkata WH,3,4,No,Delivered,No,,0,UPI,Paid,0,Amazon,Facebook Ads,FB-Retarget-Q4,Desktop,Web,4.7,5,Neutral,Yes,18,2024-12
EC-2023-08-017561,2023-08-28,22:32:54,August,8,Q3,2023,Monday,35,C10489,Aditi Bose,aditi.bose13@gmail.com,+91 9585460099,40,Female,Premium,Bronze,1150,India,Punjab,Ludhiana,141001,P007,Dell XPS 15 i7,Dell,Electronics,Laptops,DEL-XPS15-I7,4.6,1,135000,15,FESTIVE15,135000,20250,114750,59670,55080,48.0,Express (2-3 days),0,Bengaluru WH,2,2,Yes,Delivered,No,,0,UPI,Paid,0,Company Website,Organic Search,SEO-Organic,Desktop,Web,4.4,5,Positive,Yes,1,2023-08
EC-2022-11-017567,2022-11-01,17:17:52,November,11,Q4,2022,Tuesday,44,C11300,Anjali Pillai,anjali.pillai54@gmail.com,+91 8703233338,43,Male,Regular,Gold,676,India,Uttar Pradesh,Kanpur,208001,P009,Lenovo IdeaPad Slim 5,Lenovo,Electronics,Laptops,LEN-IPS5-16,4.2,5,52990,0,NONE,264950,0,264950,132475,132475,50.0,Express (2-3 days),0,Kolkata WH,3,3,Yes,Delivered,No,,0,Buy Now Pay Later,Paid,0,Amazon,Facebook Ads,FB-Retarget-Q4,Mobile,App,2.9,3,Positive,Yes,16,2022-11
EC-2022-11-017568,2022-11-11,10:38:56,November,11,Q4,2022,Friday,45,C73572,Anjali Pillai,anjali.pillai74@yahoo.com,+91 7369578738,45,Male,New Customer,Bronze,1291,India,Rajasthan,Jodhpur,342001,P014,Samsung Tab S9+,Samsung,Electronics,Tablets,SAM-TABS9P,4.6,4,84999,0,NONE,339996,0,339996,173398,166598,49.0,Next Day,0,Chennai WH,2,2,Yes,Delivered,No,,0,Credit Card,Refunded,0,Amazon,YouTube Ads,YT-Brand-Awareness,Desktop,Web,2.0,2,Positive,Yes,16,2022-11
EC-2024-04-017571,2024-04-20,12:01:12,April,4,Q2,2024,Saturday,16,C30548,Uday Singh,uday.singh82@gmail.com,+91 8940271665,37,Female,Regular,Silver,698,India,Maharashtra,Thane,400601,P003,Samsung Galaxy S24,Samsung,Electronics,Smartphones,SAM-S24-256,4.6,1,79999,25,SUPER25,79999,20000,59999,30599,29400,49.0,Express (2-3 days),0,Delhi WH,2,2,Yes,Delivered,Yes,Better Price Elsewhere,56999,COD,Paid,0,Myntra,Facebook Ads,FB-Retarget-Q4,Mobile,App,2.1,2,Positive,No,25,2024-04
EC-2022-12-017572,2022-12-07,12:54:30,December,12,Q4,2022,Wednesday,49,C23993,Zara Desai,zara.desai96@gmail.com,+91 7085644342,26,Female,Regular,Bronze,321,India,Gujarat,Ahmedabad,380001,P002,iPhone 15 Pro 256GB,Apple,Electronics,Smartphones,APL-IPH15P-256,4.8,5,134900,20,MEGA20,674500,134900,539600,269800,269800,50.0,Express (2-3 days),0,Delhi WH,3,3,Yes,Delivered,No,,0,Debit Card,Paid,0,Amazon,Direct,Direct-Visit,Mobile,App,2.2,2,Positive,No,3,2022-12
EC-2024-02-017574,2024-02-25,17:33:19,February,2,Q1,2024,Sunday,8,C64084,Rahul Rao,rahul.rao63@gmail.com,+91 7537028029,53,Female,Regular,Silver,85,India,Kerala,Kozhikode,673001,P004,OnePlus 12 256GB,OnePlus,Electronics,Smartphones,OP-12-256,4.5,3,64999,5,SAVE5,194997,9750,185247,92624,92623,50.0,Standard (5-7 days),0,Mumbai WH,6,6,Yes,Delivered,No,,0,Credit Card,Paid,0,Company Website,Referral,Refer-Earn-50,Mobile,App,3.5,3,Neutral,No,14,2024-02
EC-2024-11-017581,2024-11-13,16:32:49,November,11,Q4,2024,Wednesday,46,C62083,Divya Malhotra,divya.malhotra58@gmail.com,+91 7434772635,29,Male,Churned,Silver,631,India,Maharashtra,Pune,411001,P006,MacBook Air M2,Apple,Electronics,Laptops,APL-MBA-M2-8,4.8,4,114900,0,NONE,459600,0,459600,248184,211416,46.0,Standard (5-7 days),0,Hyderabad WH,5,7,No,Delivered,No,,0,UPI,Paid,0,Meesho,Organic Search,SEO-Organic,Mobile,App,2.7,2,Positive,No,14,2024-11
EC-2024-11-017584,2024-11-17,15:37:35,November,11,Q4,2024,Sunday,46,C26093,Dhruv Gupta,dhruv.gupta94@gmail.com,+91 9074116299,36,Female,New Customer,Bronze,396,India,Telangana,Hyderabad,500001,P012,"Sony Bravia 43"" LED",Sony,Electronics,Televisions,SNY-BRV43,4.5,7,44990,0,NONE,314930,0,314930,160614,154316,49.0,Standard (5-7 days),0,Delhi WH,5,6,No,Delivered,No,,0,UPI,Paid,0,Amazon,YouTube Ads,YT-Brand-Awareness,Tablet,App,3.2,4,Negative,No,4,2024-11
